pseudo_id,tempo,valence,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,track_id
222,90.42,0.171,0.52,0.993,0.0631,0.0519,0.11,-17.377,0.034,0194YiKINgCOppywsNv7FT
223,107.467,0.622,0.536,0.000122,0.667,0.474,0.133,-8.148,0.0273,0197uIZMDwDQadQX0tvFEs
224,97.946,0.921,0.657,0.0271,0.985,0.00562,0.211,-3.391,0.134,019DBWo4co4B2zuq8WpEmP
225,77.471,0.39,0.821,0.0345,0.779,0.0,0.0944,-5.746,0.0911,019DF8Hvg3EZVhFl5msAAJ
226,144.063,0.576,0.609,0.953,0.382,0.472,0.0964,-11.973,0.0496,019WsMjCiq2cTb87qR0F37
227,149.957,0.662,0.567,0.0112,0.882,2.88e-06,0.298,-4.146,0.0596,019j8UOaqlO7DAIGwG8QnH
228,177.763,0.263,0.19,0.923,0.276,0.592,0.177,-8.838,0.0323,019xlq3CAcoYYZVkvL7bnJ
229,91.167,0.495,0.618,0.36,0.463,1.9e-05,0.0961,-13.678,0.0287,01A2WQYznjtWrCvCG1WVJC
230,119.971,0.231,0.793,0.0406,0.631,0.000478,0.207,-6.109,0.0998,01A7PEPSnmtixFPfB2UTal
231,56.653,0.0306,0.0639,0.516,0.552,0.952,0.864,-30.88,0.105,01AKBy0h9oJamIXgMkDXu0
232,125.867,0.241,0.323,0.652,0.476,3.13e-05,0.104,-9.209,0.0422,01BCiwmvWuFVgZQJntDeFh
233,130.965,0.566,0.666,0.19,0.407,0.0,0.0937,-7.942,0.0435,01BMA2zYOX51Vz7QHdSAgO
234,80.007,0.356,0.641,0.182,0.647,0.0,0.122,-7.911,0.0683,01BrGoe3LImmgQO75WoPC8
235,104.992,0.73,0.737,0.0237,0.946,9.79e-05,0.143,-3.625,0.16,01CBfjT30D8DKOqEfTOfnH
236,75.682,0.303,0.457,0.858,0.349,0.0,0.314,-6.909,0.12,01CJDcOSteNT93CgfgsajY
237,146.158,0.719,0.727,0.206,0.384,8.4e-05,0.102,-11.017,0.0395,01CNMSXp8OkNNPIwFiOeiF
238,124.007,0.431,0.762,0.0038,0.713,0.897,0.0822,-10.956,0.0676,01CWGkYGD0CV3opq9GikkC
239,142.028,0.447,0.733,0.0859,0.578,1.19e-06,0.403,-5.245,0.0417,01Ch5LzVStxCFPKkT1xg6k
240,91.954,0.432,0.613,0.00159,0.711,0.000981,0.141,-7.614,0.0238,01CoJ5SrLd5V9nm9oD3b1m
241,145.902,0.297,0.468,0.0555,0.712,2.47e-05,0.1,-5.559,0.0305,01DbOUlA8tfhNiXQfseZ8c
242,108.01,0.887,0.801,0.0165,0.732,0.788,0.214,-6.216,0.0453,01DrXj5EAlZOeRUXihgtQE
243,124.78,0.879,0.54,0.713,0.775,0.0271,0.254,-6.081,0.0387,01ENVUVncOl3XWA2HrDjJD
244,115.003,0.198,0.64,0.0922,0.669,0.541,0.0633,-5.939,0.036,01GHm5UtG2XN7ANzLcv5pU
245,150.003,0.701,0.663,0.259,0.861,0.00194,0.104,-6.418,0.0382,01GQSKwMUqQSzFa3XYcilT
246,119.051,0.316,0.634,0.278,0.51,2.9e-06,0.0741,-9.638,0.0299,01HHVuCx2hBQLl2aZExNAc
247,85.982,0.188,0.763,0.95,0.241,0.632,0.14,-13.079,0.0424,01HPnGbrbly2e5py6GEY91
248,98.052,0.776,0.781,0.117,0.917,2.37e-06,0.0901,-1.787,0.0332,01HcDJQDhnIsabI5OR6Z1V
249,134.999,0.387,0.592,0.023,0.714,9.36e-06,0.101,-6.363,0.055,01I156dG8jpLjjy97az6XK
250,129.046,0.57,0.693,0.173,0.672,0.0,0.507,-4.533,0.028,01IMhZasRhqDo2G6ArJxiI
251,130.672,0.285,0.55,0.144,0.524,0.0,0.24,-4.822,0.0327,01IyLgH29kt46qu8hdwf8G
252,129.2,0.422,0.527,0.00947,0.864,0.00599,0.207,-3.115,0.0499,01J6iy59nDgDoEd0nhqgcu
253,99.967,0.151,0.649,0.274,0.478,0.0,0.176,-7.503,0.0481,01JPQ87UHeGysPVwTqMJHK
254,133.012,0.432,0.63,0.0787,0.656,0.000906,0.0953,-6.423,0.0276,01JkrDSrakX5UO5knhpKNA
255,121.019,0.961,0.689,0.0816,0.874,0.129,0.272,-5.275,0.0464,01K42inuuCqOB731ugiQAd
256,175.961,0.458,0.497,0.158,0.775,0.0158,0.0947,-7.501,0.0388,01K6kyjFztsYlLXJJqhYMG
257,67.489,0.0576,0.523,0.766,0.167,0.00382,0.109,-12.635,0.0428,01KMvi0pMQlOi9Q44NM6zv
258,116.979,0.884,0.832,0.187,0.936,4.62e-06,0.226,-1.157,0.0556,01KUSiNy65C6ocj2SXmy3f
259,139.929,0.573,0.475,0.444,0.593,0.00405,0.168,-8.442,0.168,01KarOgeNS6VHlFl0V2pfE
260,121.64,0.492,0.646,0.0394,0.896,0.0,0.094,-7.25,0.0406,01Ky6b4MlAF9BoGlrmzioG
261,130.157,0.4,0.617,0.000451,0.819,0.0,0.298,-5.995,0.0651,01LG03ulzBYe08hpur6458
262,118.026,0.303,0.896,0.00169,0.424,0.514,0.0426,-9.275,0.0874,01LIx0lWmJR5z7Dfj0Q98J
263,110.08,0.269,0.797,0.375,0.53,0.0048,0.0955,-3.802,0.0737,01LSU6meTykNfXu66aBTvZ
264,189.989,0.933,0.48,0.485,0.411,9.86e-06,0.0947,-9.85,0.128,01Lr5Ka1mJxTwDQcG46ZMz
265,100.035,0.18,0.492,0.204,0.606,0.0,0.079,-7.37,0.0897,01LvW0zaXBYjEARfpIc6o5
266,109.993,0.79,0.71,0.517,0.857,0.0,0.072,-2.801,0.0445,01M85JZm3JMyHrWzvkfO5X
267,124.055,0.923,0.697,0.0503,0.87,7.23e-05,0.267,-3.644,0.0706,01MhW3mxsCg2Jrz6HNOZUA
268,117.884,0.341,0.602,0.47,0.661,0.00393,0.146,-8.615,0.0631,01N1T689bhEHqXWs3ZMZcO
269,97.989,0.613,0.612,0.55,0.649,0.000862,0.0858,-7.101,0.0312,01NRpu9CeEx4DqiDjG20PA
270,107.915,0.248,0.416,0.706,0.337,0.0,0.371,-14.42,0.094,01O2sFXHb72XiXRyOFlkI7
271,74.997,0.385,0.587,0.132,0.393,0.0,0.127,-8.358,0.0237,01O6M2ZmStZP1cMjcHZbIl
272,129.916,0.104,0.405,0.558,0.445,0.0,0.0941,-5.193,0.0284,01OLlgq5jPCVMyb1e9CRSN
273,149.968,0.663,0.639,0.342,0.815,0.0,0.267,-4.681,0.0502,01OY3KiA5fPHmIUBcq7Tgr
274,159.949,0.619,0.495,0.114,0.639,1.71e-06,0.065,-6.455,0.0313,01OfqZWylm32K9svvmCcLx
275,120.98,0.926,0.893,0.399,0.591,0.0,0.192,-6.903,0.0533,01P7I0Px0O2XBlg9CTwBr6
276,155.059,0.22,0.42,0.0941,0.771,2.86e-06,0.293,-4.973,0.0565,01PHwtyIkZWpnghPOh1O6u
277,97.986,0.362,0.798,0.458,0.434,0.0,0.0571,-8.844,0.263,01PLa3LP9WfuAKr3mBRnY4
278,85.002,0.483,0.803,0.994,0.0751,0.873,0.119,-17.56,0.0727,01PNBPhHiAM0zBJimiFCRz
279,170.022,0.286,0.228,0.83,0.271,0.0,0.194,-8.161,0.0336,01PZqWOV9nydrapsIxe5nq
280,98.77,0.82,0.535,0.346,0.862,0.0,0.0908,-6.64,0.0718,01PeK7FCO6ExG6ZrrL9aBx
281,141.055,0.437,0.777,0.0276,0.537,1.56e-05,0.146,-9.862,0.151,01Q2cFQT8zvty6XvYQOpoG
282,185.326,0.532,0.485,0.508,0.333,0.0,0.119,-5.699,0.0373,01Q8rdgmrwACRpNxDumRWJ
283,75.237,0.308,0.323,0.978,0.105,0.00103,0.107,-12.183,0.0402,01RDEYV52M6CFv9xqgl0D7
284,84.681,0.631,0.275,0.276,0.815,0.00718,0.0778,-5.551,0.171,01SQkj1DNUpVJmrd505kUY
285,178.557,0.647,0.343,0.00172,0.885,0.00992,0.495,-5.044,0.393,01ShR27k9q9BImUdtewPNl
286,115.204,0.615,0.56,0.00144,0.928,0.00295,0.318,-4.594,0.0559,01T0Kq5YOIRF9BQRXJsyfe
287,182.279,0.211,0.292,0.629,0.406,4.1e-05,0.189,-10.515,0.0341,01TdlwFBNijaI4AVNPV4bQ
288,87.944,0.516,0.736,0.406,0.64,0.0713,0.32,-7.588,0.0974,01U0IGIgfoYhduXrEjLZFz
289,119.991,0.391,0.655,0.579,0.559,0.0,0.108,-6.599,0.0396,01UwmN3S6gOBFsmofgvwK8
290,144.08,0.153,0.275,0.147,0.777,0.00882,0.203,-5.784,0.197,01VCxWHhR8dwnTPomGLAcU
291,120.009,0.577,0.756,0.17,0.681,0.144,0.381,-5.649,0.0309,01VEpM38d3fcWZddfuYWOv
292,160.041,0.631,0.481,0.000963,0.885,7.94e-05,0.444,-5.041,0.0422,01VXGDL8Ox3SWmvM8ZyvSB
293,102.057,0.619,0.699,0.762,0.605,0.000786,0.117,-9.507,0.134,01Vc4fbQr07AD9oi0EJBSM
294,180.079,0.431,0.366,3.91e-05,0.952,0.00104,0.379,-3.082,0.0787,01W5V5ldcR16YA7ZVHFLSH
295,127.751,0.398,0.426,0.00732,0.86,0.715,0.325,-4.644,0.0551,01WHfmQRq5McALREakTSgM
296,102.474,0.255,0.488,4.42e-05,0.986,0.929,0.449,-4.153,0.251,01WNsmKswRHGMKQiEV6XWT
297,103.026,0.432,0.583,0.541,0.633,0.0,0.769,-5.517,0.0287,01WbKbstEeqV9OY2JMFQe4
298,137.825,0.282,0.452,0.0111,0.794,0.00182,0.416,-5.151,0.0483,01XFgRZfZI7oBagNf1Loml
299,130.006,0.967,0.803,0.119,0.742,0.0,0.0708,-6.352,0.0799,01XRT4EllUP5ZGlCZnDvhk
300,132.006,0.711,0.68,0.0676,0.764,0.0,0.52,-6.58,0.0271,01YATtuCieeRdngHF1y7p2
301,87.636,0.324,0.404,0.893,0.174,0.0,0.0977,-10.192,0.0312,01YEqVPCm0vqRLA9w43bic
302,129.987,0.965,0.786,0.248,0.79,0.0,0.0676,-3.077,0.0979,01YF5yNYziZUHqE6ZTEQMk
303,97.937,0.792,0.688,0.059,0.772,0.0,0.125,-8.213,0.131,01YQ0rRccEdPwlIHO8u7SD
304,119.431,0.51,0.321,0.318,0.695,0.0,0.0577,-4.243,0.0321,01YdZa8tWaBJobj1b06V04
305,113.993,0.381,0.573,0.00454,0.749,5.06e-06,0.101,-6.401,0.0383,01YsZWbUZn59NrY2up3X1G
306,98.015,0.763,0.869,0.0654,0.624,8.3e-05,0.172,-6.667,0.0844,01ZEhzcrkUgtTBRjY3GKfC
307,154.321,0.674,0.491,0.658,0.615,0.508,0.0646,-10.103,0.0451,01ZHSlq8gRZ8X7xIEACzTf
308,89.987,0.577,0.576,0.0525,0.776,0.0,0.126,-4.975,0.0641,01ZUF4XyiuxdFWhtz134JR
309,158.028,0.523,0.493,0.00507,0.843,0.0,0.13,-5.924,0.0707,01ZepwW5W3Z4fwl4bzaHyY
310,140.483,0.964,0.621,0.581,0.565,0.0,0.133,-9.483,0.0682,01ZjW579VoBnwGIpSYQRse
311,141.862,0.294,0.445,0.371,0.473,0.0,0.117,-8.333,0.0272,01ZpFt0Zd1liPJUDqEJPib
312,105.002,0.189,0.585,0.00363,0.649,0.0,0.3,-4.774,0.0264,01ZslKM941Tz4E1fMkfZEh
313,138.193,0.575,0.48,0.0979,0.865,3.32e-06,0.123,-5.441,0.228,01apQz7E72krU1k1b4VWs7
314,137.936,0.269,0.501,0.339,0.488,0.0,0.114,-7.449,0.0304,01ayCEbv8Th8WwcfRBex2C
315,109.981,0.478,0.76,0.474,0.558,0.0,0.152,-7.538,0.0477,01bEpdG1KZdaUZt3t1WH8Z
316,87.987,0.757,0.809,0.102,0.553,0.0,0.0876,-6.247,0.0316,01bblmtklaTKUqHE9DqGuV
317,114.037,0.29,0.755,0.264,0.522,0.0,0.12,-5.901,0.0307,01bnqaE6nQogjdMMrrL1dj
318,74.966,0.783,0.754,0.132,0.648,0.0,0.127,-6.203,0.143,01brtjzSA4A2scnC8NWgt0
319,112.435,0.924,0.585,0.11,0.533,0.00212,0.377,-11.101,0.0417,01coR52VHa06J1DnMkls29
320,100.033,0.77,0.626,0.0271,0.829,0.000835,0.0769,-5.467,0.0375,01d1xDpVNB2xQKlEA2ZTps
321,174.816,0.402,0.55,0.00298,0.87,0.000504,0.103,-11.225,0.151,01dRE9kLOnIcYYSwJTqgHH
322,114.941,0.674,0.779,0.248,0.389,5.13e-06,0.0641,-6.278,0.0312,01dVdmSV7eaVgRzUAi6o13
323,117.956,0.231,0.614,0.0849,0.715,0.000316,0.102,-6.451,0.0445,01e8dGbulrphX8j3fZDQYk
324,128.035,0.162,0.589,0.000587,0.979,0.0673,0.358,-3.947,0.0878,01ernMIZmczJ6N35O5oQTq
325,116.515,0.221,0.543,0.000459,0.946,0.000259,0.108,-3.888,0.0391,01fL0TINslnHzUa9dfQr8g
326,87.958,0.725,0.778,0.2,0.656,0.0,0.106,-5.545,0.243,01g7gtqIi6oTWmZgUOHnq8
327,119.973,0.382,0.51,0.135,0.398,3.78e-06,0.0634,-8.75,0.0558,01gNiOqg8u7vT90uVgOVmz
328,94.746,0.203,0.342,0.87,0.249,5.09e-05,0.152,-11.812,0.0277,01hJnhpAmjzg85Etnz2ECH
329,114.915,0.118,0.557,0.2,0.816,0.0,0.201,-7.08,0.0728,01iTAtINYWxSFcbFA4jD4p
330,94.38,0.601,0.619,0.0257,0.938,1.39e-05,0.128,-5.245,0.35,01iyINEYgPQ7ThMZuHUsqS
331,150.051,0.112,0.44,0.0911,0.718,5.36e-05,0.159,-7.119,0.057,01jOQLIwqOwMvZVqqxzYht
332,127.547,0.76,0.586,0.0287,0.679,0.000217,0.0897,-6.714,0.0303,01jOnfF6OMQx2ZgC3nKi3o
333,126.026,0.894,0.847,0.112,0.603,0.0283,0.249,-6.763,0.039,01kWL1mMqJ7yGxv9dHg4xB
334,121.033,0.974,0.844,0.62,0.639,0.0,0.46,-4.461,0.0437,01ksPzu3Bw8Lsf9o6xIk8C
335,119.983,0.357,0.709,0.201,0.715,0.0828,0.104,-8.412,0.0335,01l71wtUnRdmzwOQznlmg3
336,183.917,0.972,0.558,0.0781,0.798,0.217,0.12,-7.509,0.0465,01l8WMi2md7b1CARRHGfxH
337,90.016,0.958,0.76,0.735,0.575,0.0,0.24,-3.672,0.0416,01mSLUmLjIeGP5TrmL8nXl
338,91.995,0.697,0.85,0.514,0.717,0.0,0.148,-4.786,0.437,01mlfrIBozItOaXOG5Fgls
339,125.02,0.682,0.715,0.235,0.675,0.623,0.11,-6.233,0.0389,01mrbUBGv7vJIflqcpdHGX
340,73.001,0.396,0.566,0.883,0.282,0.000127,0.0672,-10.886,0.0342,01n5Gzf6NE3IFqjWqkpgCv
341,96.993,0.268,0.501,0.137,0.877,0.0,0.309,-6.369,0.0484,01nkjRsgpYwtbH94l7y4cg
342,177.013,0.386,0.557,0.926,0.123,0.927,0.162,-20.695,0.0746,01oCWVu7TA5UG19MfwYxZP
343,84.396,0.97,0.812,0.767,0.851,2.88e-05,0.0509,-4.687,0.0613,01oEJevCPJi7kNekR0nG7h
344,105.096,0.373,0.659,0.000414,0.709,0.0,0.158,-5.712,0.071,01opyHvH01jYVd8zWeQSgQ
345,148.038,0.699,0.646,0.87,0.307,1.11e-05,0.355,-11.536,0.181,01pf3ZvbujF32I1Qm7GUKJ
346,119.986,0.971,0.771,0.058,0.884,0.0,0.324,-3.443,0.0374,01qQkY4yS4n10tug0Re7kd
347,174.947,0.446,0.379,0.000507,0.948,0.00669,0.208,-2.624,0.0696,01qfmGPqmz2nWuM22YxdC5
348,176.728,0.262,0.218,0.528,0.5,0.000769,0.964,-7.766,0.0338,01rHEZ8jtdEjYyP78K6F5T
349,83.477,0.49,0.691,0.0275,0.455,0.00212,0.158,-9.825,0.0878,01rUUD0O6IcIy6sTd8gQkX
350,165.963,0.308,0.46,0.59,0.481,0.0,0.148,-7.697,0.0322,01rUqOzttbD5suGJdTtUtz
351,95.989,0.184,0.518,0.0414,0.486,0.502,0.0663,-6.995,0.025,01rbWMfV06IIAKhm05NKPI
352,85.794,0.361,0.515,0.256,0.806,0.0,0.0789,-5.247,0.132,01ryv8tqj6gZnGb18srxk7
353,126.862,0.562,0.649,0.246,0.593,5.38e-05,0.278,-3.202,0.0317,01rzqgRE3bImDHZFwSBakq
354,164.435,0.452,0.479,0.199,0.662,3.94e-06,0.109,-7.241,0.103,01tHOHeBwam4SA8h47hUdd
355,109.008,0.347,0.657,0.0491,0.633,0.0,0.103,-5.508,0.0259,01u7qKInOoy8IFudrraGOy
356,98.147,0.83,0.755,0.15,0.764,4.47e-06,0.169,-5.926,0.0365,01uW127xUIODHI9dBBwH0r
357,159.732,0.425,0.344,0.00389,0.842,0.0,0.285,-5.871,0.0602,01uhrXb8QsuIs1HizoqxdJ
358,84.958,0.299,0.688,0.716,0.473,4.46e-05,0.104,-9.059,0.167,01uqI4H13Gsd8Lyl1EYd8H
359,92.015,0.337,0.76,0.316,0.478,5.11e-05,0.142,-8.569,0.0669,01usRSTDQuDrNaSijW3lPa
360,62.152,0.317,0.378,0.928,0.0177,3.72e-05,0.091,-24.726,0.0401,01uwmQU4sbcMnFwklgKMVc
361,90.003,0.907,0.789,0.155,0.828,0.000175,0.297,-4.506,0.103,01v8z4UX3rU3cBuBjg5IsB
362,134.062,0.468,0.811,0.673,0.681,0.0,0.636,-4.715,0.0712,01vHGJRvJ6EZW9KO8NtZpi
363,128.06,0.822,0.749,0.243,0.831,0.0,0.322,-5.309,0.0734,01vWrOtEdzlQorEhifVUo3
364,92.565,0.41,0.285,9.95e-05,0.9,6.29e-06,0.113,-5.015,0.145,01vgFcfgUXeFJwErbindxn
365,150.094,0.37,0.803,0.0558,0.331,0.0,0.116,-10.96,0.404,01wBU8gh3tybWjn93SHIJN
366,85.525,0.109,0.38,0.982,0.0375,0.907,0.115,-22.308,0.0513,01wCETlTDSBVLA0lie5ELb
367,90.147,0.507,0.682,0.385,0.717,0.0,0.152,-3.682,0.246,01wKeKPgYxdPYA8rfMveYc
368,80.518,0.766,0.772,0.0262,0.8,0.0,0.569,-5.056,0.277,01wOH4Sfuf64n0iwdhZ7bT
369,123.006,0.166,0.709,0.0232,0.757,0.335,0.0791,-6.064,0.0356,01wpPOPqQ3XyS6hBN00HfK
370,143.963,0.115,0.391,0.000449,0.784,1.9e-06,0.154,-4.187,0.0415,01xkQzVpWPMK69QKETIIHC
371,171.937,0.31,0.541,0.836,0.318,1.22e-06,0.115,-10.762,0.0453,01yXBrB0ddIzRaIfGk3ZrG
372,81.175,0.264,0.432,0.698,0.486,0.0633,0.0834,-11.056,0.0985,01ycChBaynB27CSzlbbbvJ
373,117.995,0.453,0.871,0.577,0.435,0.219,0.332,-13.72,0.183,01zCef7kCjUHwLUyByzt1K
374,143.992,0.662,0.709,0.176,0.923,0.0,0.065,-2.449,0.248,01zPnSlKCw9WLbY0kvNep0
375,87.742,0.124,0.348,0.93,0.156,0.0,0.3,-12.199,0.0298,020Ohot9SjRn54rpPwqVYn
376,149.74,0.144,0.216,0.000122,0.697,0.931,0.443,-6.64,0.0401,020Ur4viDDscjoH9IvpHRE
377,116.876,0.0601,0.53,0.564,0.361,0.561,0.0966,-11.858,0.0313,020YsiW7gnBiqTAmEg7eTc
378,198.972,0.496,0.402,0.147,0.7,0.0,0.0992,-4.613,0.0348,020b0QxseQbcMTPKV49qRm
379,144.987,0.374,0.486,0.000676,0.973,0.0,0.145,-4.161,0.104,021C5AyF13a0czo2b2FudS
380,122.983,0.557,0.562,0.226,0.858,0.0,0.363,-7.57,0.0529,022RWFPKQlioYu49mzBmgh
381,90.007,0.69,0.766,0.00424,0.635,0.000541,0.0694,-6.56,0.206,022XkmKDWINlToTJXzZfBJ
382,107.185,0.338,0.268,0.62,0.217,0.785,0.116,-23.854,0.091,022b5KP2xqjy8LuS798skH
383,164.543,0.576,0.41,0.175,0.621,0.0,0.915,-8.465,0.0366,022nJwdqNEHRazWpp55bWa
384,79.0,0.184,0.563,0.145,0.466,0.801,0.123,-9.656,0.0282,023DWrHHWSjXF7cBJLFu4s
385,65.261,0.223,0.284,0.492,0.591,0.000259,0.161,-8.562,0.21,023Jtd3l1gEeWgL1w1m8bt
386,84.904,0.854,0.854,0.646,0.4,3.12e-05,0.0768,-6.511,0.042,023qHxw8IVsjB0KbwCw0mh
387,132.328,0.682,0.599,0.1,0.732,0.0,0.198,-7.802,0.432,024FSyciRrUCd0uBCdxGjW
388,128.023,0.788,0.587,7.62e-05,0.819,0.487,0.336,-7.339,0.0516,024R9UVWckPaGjmDeBFZjN
389,139.918,0.478,0.466,0.0195,0.89,0.0,0.102,-5.844,0.236,024ljgdpzTFaH4IIt5iglw
390,124.504,0.0389,0.555,0.354,0.754,0.62,0.165,-9.667,0.0551,0256GIjttndvzRYpjcJVlG
391,96.04,0.468,0.534,1.56e-05,0.828,0.00062,0.3,-6.055,0.0268,0257i9JD7SWl3E1yoN7uly
392,95.493,0.343,0.403,0.64,0.594,0.0149,0.945,-9.443,0.0323,025G8GdUUwSo3lCgM4Bbk2
393,159.819,0.975,0.721,0.357,0.499,0.867,0.0738,-13.561,0.0769,025UUQA6NowbZynZU3Hv0u
394,133.008,0.0374,0.164,0.0632,0.405,0.912,0.284,-15.022,0.0487,025sQZThwyFTf1GaEC8mdm
395,119.818,0.232,0.325,0.203,0.449,0.000113,0.131,-5.88,0.0337,025ygk5vTSrwobZNk6OM5W
396,120.025,0.0543,0.797,0.444,0.331,0.00676,0.112,-13.505,0.044,026ltHJFIkssDPbXbfgOcS
397,77.766,0.0295,0.186,0.325,0.0614,0.9,0.106,-25.52,0.0529,026o2frENY3jmWHw41pXuo
398,147.048,0.22,0.372,0.624,0.476,0.000501,0.305,-8.137,0.032,027A12hGtFC6sOYVxDA7LN
399,131.68,0.148,0.588,0.452,0.741,0.000106,0.145,-5.48,0.038,027DJzimsjm1M1hflEWLnv
400,159.946,0.604,0.548,0.0579,0.936,0.0,0.167,-5.064,0.0527,028bqM4pwdm2QV29UEVFRm
401,87.458,0.28,0.4,0.0242,0.687,1.53e-05,0.236,-6.481,0.0309,028lsIzliUXufTSEIQi8Sx
402,150.027,0.177,0.589,0.00371,0.595,3.08e-05,0.0795,-6.59,0.0313,029KUF75QSJR8sFMicMSBf
403,144.052,0.158,0.798,0.102,0.553,0.0,0.113,-6.296,0.348,029QP3fFtLaW9B9RKr8DAg
404,80.388,0.473,0.36,0.00323,0.799,0.154,0.186,-5.917,0.0409,029oo7LY6eNeD5dTkTiCxo
405,141.982,0.323,0.55,0.0946,0.529,0.00722,0.106,-7.338,0.0385,02A2Mi0vR68au8FHSX3xmc
406,99.994,0.833,0.784,0.362,0.817,0.000195,0.148,-7.799,0.0348,02AQcuOw1dEOq8iJazZ6nN
407,110.044,0.541,0.643,0.0732,0.891,0.0,0.348,-2.757,0.1,02AThDf6z3YEYObZdqskyB
408,120.638,0.564,0.693,0.506,0.5,0.0,0.109,-4.57,0.0604,02BKhU4mIoXaia5Tim6yPf
409,138.054,0.835,0.574,0.843,0.322,0.778,0.108,-15.271,0.701,02BnIRw7x7JngWXHZXvTDc
410,139.682,0.358,0.375,0.994,0.00406,0.908,0.0842,-31.824,0.0671,02BumRY2OTFMkMxrXSVMat
411,179.892,0.436,0.408,0.514,0.642,0.0105,0.0907,-9.795,0.14,02CLnOe5IdSZKKS1oxWeRZ
412,92.379,0.597,0.51,0.472,0.527,0.0,0.103,-8.707,0.0397,02CPGci789jBYhpFbEiu7P
413,70.013,0.526,0.437,0.0117,0.891,4.72e-05,0.0793,-6.245,0.0357,02CTw5wvqlbna8Wwo3u52x
414,119.998,0.963,0.815,0.113,0.433,0.00345,0.112,-9.641,0.038,02CdafySiW9JoKIXb5RheG
415,76.391,0.343,0.548,0.91,0.0395,0.0,0.331,-16.974,0.0673,02CkdoaCvkxLQhMQkc8Lxc
416,132.041,0.96,0.659,0.00342,0.688,4.88e-05,0.32,-5.448,0.0449,02DDdvA9KjwSbVShx0cvnx
417,219.142,0.619,0.697,0.00873,0.238,0.8,0.122,-4.988,0.0645,02DMwE7XwZASzSph2bsUDf
418,90.502,0.542,0.387,0.0134,0.617,0.0,0.115,-6.277,0.151,02DaqClSJTt95OvsiroP5j
419,79.924,0.469,0.382,0.243,0.905,2.47e-06,0.375,-7.487,0.071,02De82qwN1Wwnsji47Vh3y
420,158.489,0.257,0.329,0.514,0.421,4.7e-06,0.141,-10.26,0.0394,02DknGLIwU3L0USTonqYS1
421,81.874,0.218,0.446,0.0891,0.627,0.162,0.104,-7.82,0.0348,02Dswg2rpYl8HJubTWZHY1
422,100.038,0.314,0.474,3.21e-06,0.875,0.111,0.108,-3.61,0.0382,02E10yVCMKCTDvS3UZPe1b
423,119.035,0.543,0.476,0.000127,0.791,0.826,0.142,-7.021,0.0304,02ECIWbXof8hL5pFRuZsHo
424,149.278,0.235,0.499,0.444,0.497,1.41e-06,0.108,-7.811,0.0449,02Ey48n33H3erWJRZAtTFj
425,102.03,0.157,0.273,0.00184,0.957,3.14e-06,0.124,-2.707,0.132,02F1n2ijbx02hEnhhRk4IV
426,120.008,0.159,0.714,0.00601,0.514,0.845,0.433,-8.994,0.0377,02F9KPDFlxLsEl3Kzqtvxj
427,187.105,0.307,0.295,1.58e-05,0.984,0.207,0.337,-2.405,0.174,02FJIHyzETKUZYdhI6W9aq
428,168.189,0.916,0.691,0.131,0.704,0.0,0.336,-5.182,0.139,02FLC7T2wnnvEf7OIcoY2K
429,131.522,0.0357,0.239,0.00247,0.967,0.69,0.129,-2.662,0.0548,02FPjj5HyCRQMbE3egggh6
430,123.973,0.444,0.605,0.00182,0.717,0.0316,0.262,-3.511,0.0454,02FZ7CS69ZwsLQMngR3rhW
431,116.577,0.195,0.422,0.0583,0.678,0.371,0.301,-10.987,0.0493,02FayRZAhl0inGus2LmdPN
432,175.917,0.886,0.702,0.302,0.896,2.29e-06,0.11,-6.225,0.244,02FoeOLVk0o8HTsbqsOXuC
433,121.998,0.716,0.83,0.000727,0.522,0.877,0.075,-12.324,0.0776,02G42teKnMwPwDFEKUfdct
434,149.48,0.694,0.479,1.51e-05,0.968,0.0408,0.111,-4.698,0.0424,02GBtzxf70cvt8wxxhKnyG
435,109.991,0.109,0.724,0.718,0.418,0.884,0.111,-18.761,0.136,02GCSZWHKNQ82cIjkPkjfE
436,86.358,0.107,0.512,0.848,0.0488,0.0,0.1,-17.018,0.142,02GNxTDR51UHNxpPceqg9P
437,79.999,0.403,0.614,0.266,0.516,0.000247,0.108,-12.343,0.0288,02GqfWbqWcKlItHyN5eaPj
438,143.972,0.886,0.705,0.112,0.762,1.25e-06,0.137,-5.618,0.0369,02GuNQFd8ZUELtUd5yCp4k
439,143.028,0.925,0.633,0.0529,0.805,0.0,0.146,-5.523,0.0329,02HQGyk9aGfleS1epTFtnJ
440,133.302,0.596,0.268,0.465,0.791,0.96,0.105,-7.816,0.147,02HXl2ikXCOiVjySORump5
441,92.067,0.381,0.575,0.0366,0.819,1.7e-06,0.121,-4.723,0.0342,02HZgK5YSCALhTkEw2x1va
442,116.113,0.445,0.523,0.00267,0.882,0.0,0.107,-6.634,0.042,02HdjmfXq1F2OsX6yPg86n
443,115.505,0.699,0.788,0.0506,0.58,0.0,0.0819,-8.368,0.039,02IT7eWGpoW1IUYo4atpQl
444,125.155,0.23,0.426,0.182,0.687,0.0992,0.0943,-8.289,0.0393,02Io6R1p3g7HXae5QoOtxo
445,169.134,0.335,0.19,0.957,0.64,0.924,0.103,-9.609,0.0355,02Ip9LrFx5WT9s8uvE9W9Z
